epoch,accuracy,loss,val_accuracy,val_loss
0,0.7742148637771606,0.4593697786331177,0.8938094973564148,0.2911061644554138
1,0.8929587006568909,0.28992536664009094,0.8949206471443176,0.28833121061325073
2,0.8974214792251587,0.2747167944908142,0.9058730006217957,0.2541166841983795
3,0.8971900939941406,0.26842671632766724,0.9036508202552795,0.25437334179878235
4,0.8993388414382935,0.25779637694358826,0.9034920930862427,0.2521308362483978
5,0.9020165205001831,0.24865566194057465,0.8979365229606628,0.2640276551246643
6,0.9018181562423706,0.24620510637760162,0.9082539677619934,0.23139135539531708
7,0.9035041332244873,0.23994921147823334,0.9133333563804626,0.21883367002010345
