accuracy,loss,val_accuracy,val_loss,learning_rate
0.7742148637771606,0.4593697786331177,0.8938094973564148,0.2911061644554138,9.999999747378752e-05
0.8929587006568909,0.28992536664009094,0.8949206471443176,0.28833121061325073,9.999999747378752e-05
0.8974214792251587,0.2747167944908142,0.9058730006217957,0.2541166841983795,9.999999747378752e-05
0.8971900939941406,0.26842671632766724,0.9036508202552795,0.25437334179878235,9.999999747378752e-05
0.8993388414382935,0.25779637694358826,0.9034920930862427,0.2521308362483978,9.999999747378752e-05
0.9020165205001831,0.24865566194057465,0.8979365229606628,0.2640276551246643,9.999999747378752e-05
0.9018181562423706,0.24620510637760162,0.9082539677619934,0.23139135539531708,9.999999747378752e-05
0.9035041332244873,0.23994921147823334,0.9133333563804626,0.21883367002010345,9.999999747378752e-05
0.8812562227249146,7.029773712158203,0.9069841504096985,1.6494195461273193,9.999999747378752e-06
0.8942148685455322,0.8372820019721985,0.9306349158287048,0.8682563900947571,9.999999747378752e-06
0.8947768807411194,0.4819115400314331,0.9171428680419922,0.7631480097770691,9.999999747378752e-06
0.8981156945228577,0.3371288776397705,0.9277777671813965,0.29844433069229126,9.999999747378752e-06
0.9054545164108276,0.2750219404697418,0.8771428465843201,1.5286651849746704,9.999999747378752e-06
0.9100165367126465,0.25921374559402466,0.9285714030265808,0.37187060713768005,9.999999747378752e-06
0.9155371785163879,0.23919306695461273,0.9398412704467773,0.1997341513633728,9.999999747378752e-06
0.9144793152809143,0.35507863759994507,0.918571412563324,0.3986421525478363,9.999999747378752e-06
0.9195041060447693,0.2197410613298416,0.9458730220794678,0.24075543880462646,9.999999747378752e-06
0.9237685799598694,0.20448912680149078,0.9520635008811951,0.16853444278240204,9.999999747378752e-06
0.9324297308921814,0.17905934154987335,0.9241269826889038,0.5103201866149902,9.999999747378752e-06
0.9376198053359985,0.17071588337421417,0.8676190376281738,1.989475131034851,9.999999747378752e-06
0.9406942129135132,0.16479383409023285,0.9247618913650513,0.4451972246170044,9.999999747378752e-06
0.9338512420654297,0.2069542407989502,0.8247619271278381,6.4684367179870605,9.999999747378752e-06
0.9411570429801941,0.15451820194721222,0.9347618818283081,0.31768420338630676,4.999999873689376e-06
